,종목코드,해당년도,매출증감비율,영업이익증감비율,당기순이익증감비율,자산총계증감비율,부채비율,부채증감비율,PBR,PER,log(PBR증감비율),OPM,자본유보율,ROE,ROA,현금배당성향,group
385,014820,2017/12,-0.27114967462039047,-0.03125251064513537,0.0032939664176106693,0.9021930159700466,140.82,0.7486445456517025,3.12,17.07,-0.5429949066993822,9.13,187.62,20.8,6.8,18.8,0
386,014820,2018/12,0.05466851787573759,-0.00798333911836168,-0.018309614717112115,0.9520623359024307,109.51,0.8509559675550405,1.65,13.25,-0.6370577139089018,7.68,215.07,13.17,5.52,24.06,1
388,014830,2016/12,0.031387982338260706,0.014302169322326742,-0.021501247840276443,1.009645061728395,65.7,0.9660148975791434,0.63,7.97,-0.0763729787845741,9.19,1272.16,8.13,4.65,19.61,1
389,014830,2017/12,0.01990832908930969,-0.0008333719153664522,-0.00685216908190194,1.0633358807795186,71.39,1.1173493975903614,0.64,10.45,0.015748356968139112,8.8,1338.51,6.19,3.8,24.7,1
390,014830,2018/12,0.04638202247191011,0.011685393258426966,-0.004584269662921348,0.9989219297457551,69.64,0.9842570627560923,0.57,10.34,-0.11583181552512183,9.84,1468.23,5.52,3.23,27.08,1
392,015760,2016/12,0.006982268764387087,0.0037094895869206647,-0.035503819941636004,1.014718921997017,143.44,0.9764394319894069,0.39,4.01,-0.20763936477824438,19.94,1721.37,10.19,4.05,18.03,0
393,015760,2017/12,-0.0020882811833074313,-0.039198511564378424,-0.03173798105197651,1.0222220347846624,149.15,1.0385335897276844,0.34,18.86,-0.137201121513485,8.28,1727.45,1.81,0.8,39.05,1
396,016360,2016/12,0.01519674017466909,-0.005138242067254917,-0.0031389987901775497,1.072125932426503,768.31,1.0703442953557623,0.63,13.91,-0.27570588140506525,4.78,870.93,4.74,0.54,28.51,1
397,016360,2017/12,0.0016016139773132785,0.0041754357373465474,0.0027199339123495678,1.1419926030472556,760.18,1.1405842941196476,0.74,11.71,0.16093036681263712,8.03,862.24,6.6,0.76,32.88,1
398,016360,2018/12,0.01061106020144496,0.002564273999756158,0.0016544549016831653,1.0100742325743182,722.17,1.0039330164655929,0.6,8.42,-0.20972053098206914,9.37,916.87,7.36,0.88,37.42,2
400,017670,2016/12,-0.0014996885390728986,-0.005754929516308695,0.004816371655552605,1.0950373319711422,94.2,1.1494552255192205,0.99,10.79,-0.01005033585350145,8.98,42270.33,10.74,5.54,42.13,1
401,017670,2017/12,0.013231077272951995,2.7809363721758045e-05,0.03082204479161517,1.0680880703693882,85.41,1.0143796274339314,1.06,8.29,0.06831924397747723,8.77,46488.12,15.38,8.21,27.16,2
402,017670,2018/12,-0.01704534960117576,-0.008834029483705331,0.012517513700925357,1.2674468346061918,89.58,1.3000357154453066,0.86,6.96,-0.2090917978585595,7.12,56140.21,15.52,8.26,22.94,1
404,017800,2016/12,0.15983300260289152,0.012937144035255007,0.06283019354173647,1.188920855192644,166.42,1.1641170748961005,1.82,10.99,-0.23841102344499823,10.32,541.02,18.13,6.03,9.57,2
405,017800,2017/12,0.10688933381871132,-0.021068438296323263,-0.017246086639970876,1.0854052002277472,173.88,1.1032282567413596,1.6,14.31,-0.12883287184296843,6.79,591.01,11.59,3.6,13.16,2
406,017800,2018/12,-0.04997426218256692,0.003345916266300618,-0.03324468085106383,1.0381185521944396,155.03,0.9939410630680253,3.15,357.89,0.677398823591806,7.62,585.32,0.9,0.06,307.8,1
410,018250,2018/12,0.22412426692027262,0.09351719765414487,0.07196069107624029,1.8586316266425011,32.7,0.9825072886297376,4.04,19.76,inf,11.32,1076.51,28.48,19.27,19.44,0
412,018260,2016/12,0.04959882189513956,0.005890524302208188,0.0067558848311408334,1.0805944690999258,29.31,0.9974916387959866,2.1,23.27,-0.7120156648643281,7.67,13368.64,9.54,7.81,12.51,2
413,018260,2017/12,0.1585008286236349,0.014801909375486906,0.0038952393093386593,1.0636948260742474,27.25,1.0047714230446838,2.78,29.18,0.28051358297316836,7.87,14589.49,9.91,7.67,29.17,1
414,018260,2018/12,0.09613120929137565,0.019069292945146355,0.012686703811242773,1.1011294622001153,30.34,1.1970095617018546,2.64,25.08,-0.05167201054432081,8.74,15816.46,10.91,8.36,24.58,1
416,018880,2016/12,0.03978631252476397,0.01718790561681081,0.016504761514393847,1.115713707579349,104.77,1.1897102235074402,3.01,18.82,-0.05494111803130121,7.41,3584.71,16.36,8.3,41.11,1
417,018880,2017/12,-0.029576529269484793,0.011504768588723322,-0.001353502186908626,1.06733683965075,102.79,1.0573728985213693,3.75,25.71,0.21981576122153512,8.39,3843.05,15.16,7.48,56.42,1
418,018880,2018/12,0.07427654769191802,-0.007303121767946472,-0.003102771386959917,1.300077677444412,151.25,1.544035247354054,2.83,20.76,-0.28147912832717314,7.31,4042.99,13.83,5.99,61.52,2
420,019680,2016/12,0.008989033379277282,-0.0002397075567807275,-0.005153712470785642,1.0335120643431635,27.96,1.0486700622524052,1.12,19.89,-0.11778303565638339,5.22,1198.79,6.6,5.01,51.21,1
421,019680,2017/12,-0.009969505043396668,0.0031667839549612948,-0.0002345765892563922,1.010611956137248,26.61,0.9724770642201835,1.09,20.46,-0.02715098906595086,5.6,1238.71,6.3,4.88,51.8,1
422,019680,2018/12,-0.05819604124688871,-0.02358658290861681,-0.026549721464975702,0.9687317699218294,34.61,1.1847946725860155,0.96,37.01,-0.12699969076130754,3.36,1246.02,2.94,2.28,98.87,2
424,020000,2016/12,0.09541468303683287,0.005913304936106239,-0.016436983212227512,1.0840731070496084,17.91,1.2505947660586836,0.87,15.2,-0.2069207158073225,10.12,7184.05,6.6,5.66,11.67,1
425,020000,2017/12,0.4512072654237436,-0.014845216783827447,-0.002270444919879492,1.2064547206165703,35.31,2.072289156626506,0.75,14.38,-0.14842000511827322,4.48,7567.81,5.96,4.7,14.28,2
426,020000,2018/12,0.05584158415841584,0.028673267326732674,0.014653465346534653,1.016290026351513,28.46,0.8629130966952264,0.8,12.33,0.06453852113757116,7.02,8082.91,7.56,5.74,12.14,0
428,020150,2016/12,0.013534743202416918,0.14453172205438067,0.2511178247734139,0.8948935195786581,32.6,0.4713094654242276,1.91,13.91,-0.05599426935457494,7.27,1255.73,15.14,9.82,4.99,2
429,020150,2017/12,0.10565747766785132,0.039381423494380945,0.00307367207761022,1.6640225179119754,22.6,1.2476586888657648,3.32,38.3,0.5528615408698587,10.91,2066.05,10.33,8.11,70.87,1
430,020150,2018/12,0.07150837988826815,-0.001191806331471136,-0.001340782122905028,1.0644318007073659,31.0,1.366138448707256,3.58,45.71,0.07539801748421185,9.71,2147.87,7.8,6.15,0.0,2
432,021240,2016/12,0.032646736662124975,-0.06652240121824156,-0.05332478426972296,1.108313619466036,66.28,1.4601638123603873,5.47,27.88,0.07989037314662145,14.26,3214.14,20.14,13.0,96.33,1
433,021240,2017/12,0.06809479959288518,0.0648960403237532,0.03988755876508506,1.0971692839355593,119.79,1.5,7.17,22.58,0.2706270381776393,18.78,2686.45,30.12,15.78,71.21,2
434,021240,2018/12,0.08396139098241438,0.02075895808541584,0.010665961479130856,1.1019037472787068,118.71,1.0973992860785313,4.92,15.65,-0.3765971241073122,19.2,2697.25,33.84,15.42,74.18,1
436,023530,2016/12,-0.12137616466911111,0.0020990372754641426,0.01434221086487841,1.0300417266682067,142.79,1.0443286522208808,0.38,39.2,-0.05129329438755058,3.16,10102.2,1.03,0.6,35.14,1
440,024110,2016/12,0.0062211316339107646,0.00013247587751175673,5.63727138347901e-05,1.0709156163954057,1323.2,1.0730400945409775,0.47,7.21,0.0,10.03,448.59,6.59,0.47,27.28,2
441,024110,2017/12,0.00567428945656897,0.0018673207751584934,0.0012954843949505867,1.0670360371794743,1284.07,1.0647560342372824,0.55,7.21,0.15718558352241255,12.08,501.92,7.98,0.57,27.04,1
442,024110,2018/12,-0.004457581908200641,0.001306294005579696,0.0009077696458225651,1.0563349396157256,1272.46,1.055639325436154,0.44,5.27,-0.22314355131420985,15.43,541.21,8.63,0.63,23.38,0
444,025540,2016/12,0.06934521858818903,0.010093727469358327,-0.0022284852854427477,1.1674953828668846,33.75,1.4382801664355063,1.33,12.2,-0.31913702461966714,12.66,11476.6,11.45,8.81,10.85,0
445,025540,2017/12,0.03559222156747201,-0.02863877430760165,-0.020506776664702416,1.0649793137016306,29.55,0.9623915139826422,1.03,13.99,-0.25562013999211797,8.88,12317.41,7.72,5.87,14.63,2
446,025540,2018/12,0.0023045457164256496,-0.022930229878435213,-0.011753183153770812,0.9832038391224863,24.55,0.8496993987975952,0.61,10.68,-0.5238551240563246,6.19,13123.53,5.8,4.56,18.41,0
449,025860,2017/12,0.04762780433983082,0.02831923501287238,0.022618609783008458,1.05052790346908,32.22,1.0249056603773585,1.22,19.8,0.18890052789199707,2.51,763.21,6.56,4.91,14.29,1
450,025860,2018/12,0.2177178535879106,-0.02008867975748801,-0.03311917473531807,0.9833094041636755,29.01,0.9072164948453608,1.3,68.42,0.06351340572232593,1.37,770.25,1.97,1.51,28.71,1
452,026960,2016/12,0.0034063637067430516,-0.002477355423085856,-0.002012851281257258,1.0561922954473097,10.83,1.114359415305245,2.33,23.07,-0.16936241215144934,8.88,2135.36,10.37,9.47,55.88,0
453,026960,2017/12,0.03337385346447121,0.0015471322798099238,0.002725899731093675,1.045742275810098,11.49,1.103395061728395,2.36,23.71,0.012793351459909322,8.53,2254.33,10.21,9.29,56.63,0
454,026960,2018/12,0.003120678038228306,-0.003191602539097131,-0.004042696549523033,1.0320674497369748,11.01,0.993006993006993,1.4,15.31,-0.5221893824163059,7.67,2350.12,9.39,8.54,59.24,2
456,027410,2016/12,-2.400655515370705,0.0189873417721519,0.017970162748643763,1.182535767143562,103.53,1.1503715060738295,4.52,22.76,-0.22491189837095188,9.31,1779.47,21.62,10.43,21.6,0
457,027410,2017/12,0.027524588392117303,-0.14857513420038188,2.3873617465864467,0.44748644138506466,18.32,0.13625179413573918,0.69,0.2,-1.8795756752349717,8.81,13439.63,428.57,252.03,0.18,0
458,027410,2018/12,0.07756745871929117,0.014901329037454692,-2.7794603302456706,1.8936021442722293,6.05,0.6975169300225733,0.51,14.04,-0.3022808718729335,13.36,1493.8,4.37,3.8,6.91,0
462,028050,2018/12,-0.011614138772484375,0.03278317185424668,0.025184559785014878,0.9104410086942838,347.73,0.8812267111198274,3.27,50.22,0.32190002976212223,3.76,21.87,6.6,1.45,0.0,1
464,028260,2016/12,0.33996814094464517,0.0023589061954690112,-0.06138915156548211,1.0495049738677191,110.65,0.9711113421353571,1.13,223.65,-0.22843923888892023,0.5,82053.37,0.62,0.05,84.56,1
465,028260,2017/12,0.025159506092565936,0.015866123964520456,0.009845210111713083,1.1032513467615865,95.02,1.0233333904285566,0.92,37.68,-0.20559924166330007,3.01,84799.73,3.13,1.03,51.57,0
466,028260,2018/12,0.0410384929955082,0.004867935916444701,0.027709620843338188,0.8645800415503712,88.06,0.8309460743084063,0.87,11.78,-0.055880458394456614,3.54,91044.17,8.06,3.82,19.26,2
468,028670,2016/12,0.012654860090920659,-0.014228041966940046,0.011937674235676526,1.0037781331849895,68.78,0.9373273847461228,0.84,21.66,0.03636764417087479,8.96,323.87,3.96,2.25,0.0,1
469,028670,2017/12,0.11238905775075989,0.006589665653495441,0.010747720364741642,0.8992749272618112,61.61,0.8412284678150499,1.18,19.69,0.33986782562235107,8.35,350.78,5.8,3.44,0.0,1
470,028670,2018/12,0.08290595091029336,0.0022211407679157465,0.001821834562447747,1.05780094494659,54.84,0.9828236562036913,0.9,15.59,-0.2708749541353996,7.64,379.25,6.06,3.71,0.0,1
472,029780,2016/12,0.00819514099888958,0.0022794108674695857,0.0007663115764298178,1.148576372502753,231.1,1.234690334095149,0.66,13.16,0.21936282847430366,12.42,1024.69,5.25,1.71,47.05,0
473,029780,2017/12,0.019114694838498838,0.0033213949858940757,0.0016584743369993174,1.0535095528316099,233.33,1.0565642823504788,0.63,11.86,-0.04652001563489293,12.96,1074.67,5.71,1.72,42.52,1
474,029780,2018/12,-0.023669357549106977,-0.0011708916339792752,-0.00179970380778296,0.9985049790697069,240.29,1.0072553486529319,0.54,11.59,-0.15415067982725822,14.27,1067.08,5.04,1.5,49.48,2
476,030000,2016/12,0.21198019062787746,0.011099221063633875,0.004429733967100515,1.1523916653275483,177.15,1.2893577121425224,2.09,20.53,-0.24491440643543863,4.63,4868.37,11.4,4.51,34.42,1
477,030000,2017/12,0.06487914891678247,0.0031892840057407114,0.01722213363099984,1.0403923026866226,161.49,1.0052359828376118,2.54,19.18,0.1950000150537257,4.64,5290.76,15.8,5.85,60.53,2
478,030000,2018/12,0.046662434246326864,0.011155450752766189,0.0015871576274260838,0.9704239824867087,143.29,0.9254865079939232,2.58,19.96,0.015625317903080815,5.21,5505.72,15.01,5.98,60.12,1
480,030200,2016/12,0.015434957090819287,0.004909150676885443,0.0055565845526949435,1.0424829250337408,139.06,1.0359403110208028,0.63,10.8,-0.015748356968139168,6.33,709.33,6.38,2.66,27.56,0
481,030200,2017/12,0.021340017838610312,-0.002145275255062286,-0.007835062484871997,0.9719887405721908,125.05,0.9284718709604901,0.63,16.57,0.0,5.88,730.56,4.1,1.86,51.41,1
482,030200,2018/12,0.0023514325812302064,-0.0036757284030768883,0.00648581953723936,1.082671563928438,118.51,1.0567362578161414,0.55,11.3,-0.13580154115906162,5.38,816.18,5.5,2.46,39.17,1
484,031430,2016/12,0.01691129546904914,0.007551584769198043,-0.0037226122101680493,1.0568803325311749,101.91,1.0852247441032488,0.99,27.22,-0.4674751828923769,2.65,1236.16,3.69,1.86,24.67,2
485,031430,2017/12,0.08491993114600177,-0.0016691878357936467,0.006885399822648792,0.9841647691989236,91.63,0.9323354521222063,1.07,21.98,0.07770898432731632,2.31,1284.1,4.96,2.52,17.8,2
486,031430,2018/12,0.1656149787938347,0.031136857349746562,0.03475742215785663,1.0332316752550215,80.33,0.9623927864526061,2.56,24.16,0.8723486100176562,4.4,1424.78,11.09,5.97,10.56,1
488,032640,2016/12,0.05478673856834349,0.009540478109949416,0.011821170337634346,1.0031880177391013,148.41,0.9547090342014768,1.04,10.15,0.019418085857101516,6.52,87.45,10.63,4.12,31.01,0
489,032640,2017/12,0.06925089656671377,0.006670957926151326,0.0045476204408851145,0.9955292724224504,128.08,0.9357374211202323,1.17,11.17,0.11778303565638346,6.73,103.24,10.88,4.57,31.91,2
490,032640,2018/12,-0.04280513537954969,-0.00661632283945369,-0.005062723668039914,1.1679359892756902,103.4,1.057306975009325,1.12,16.0,-0.04367506350266142,6.32,166.44,7.97,3.72,36.26,1
492,032830,2016/12,0.011000436954955258,-0.0006545233726458117,0.0037994677755316133,1.148856000684138,834.89,1.1437477134279128,0.76,10.95,-0.12361395596717664,3.24,30318.82,8.55,0.87,10.49,1
493,032830,2017/12,0.005591854541627967,0.0025726769359384807,-0.0032402356295842135,1.068240093284132,808.42,1.0645106695539663,0.76,21.35,0.0,5.29,33131.94,4.51,0.46,30.8,0
494,032830,2018/12,0.000985420564668006,0.0031205567154279144,0.00164469803361581,1.0237480448425227,848.77,1.0291344485242389,0.51,9.81,-0.39890770756200533,8.01,32515.83,5.95,0.61,28.59,0
496,033780,2016/12,0.03608233480295367,0.011273701008898867,0.02091368910767899,1.1312864620564023,37.85,1.1236081571374954,1.81,11.27,-0.15808924340618674,32.63,682.68,18.57,13.26,36.93,1
497,033780,2017/12,0.01656099224492889,-0.004445903958370172,-0.006193952560183898,1.0172542065409036,27.48,0.7985747689566863,1.88,13.63,0.03794493156412347,30.56,757.02,15.71,11.76,43.4,1
498,033780,2018/12,-0.019437340153452685,-0.0169840836292305,-0.026370024582226304,1.0174023684052338,24.86,0.939765755716676,1.59,15.46,-0.1675377606097176,28.07,795.11,11.38,8.93,56.02,1
504,034220,2016/12,-0.07921367845516893,-0.013240205218966952,-0.003876826480410438,1.1021871622699007,84.84,1.1569761552642774,0.87,12.41,0.18924199963852853,4.95,629.12,7.21,3.92,19.73,0
505,034220,2017/12,0.04759455258678114,0.042565317148989715,0.03721412182665976,1.1718111419650141,94.64,1.2413171188681393,0.74,5.93,-0.161843025450414,8.86,719.51,13.19,7.17,9.92,0
508,034730,2016/12,0.43499760367906626,0.03901120336376352,-0.027311548263706478,1.0663691172239942,143.46,1.0736253593745027,0.99,21.26,-0.08701137698962981,6.38,91087.1,5.96,2.83,27.26,1
509,034730,2017/12,0.0740766843896654,0.0041986404223448865,0.021087173473012366,1.065369980581733,139.93,1.0544526898614308,1.17,11.97,0.16705408466316607,6.34,96552.39,12.53,4.76,13.45,1
510,034730,2018/12,0.08330814144970021,-0.009258398930380975,0.009462551338005283,1.0881143341212478,134.75,1.0709403845252783,0.88,8.18,-0.2848371203195495,4.68,115396.6,14.88,5.37,12.51,1
512,035250,2016/12,0.01637591593001121,0.0060497014263735695,0.003363842603457717,1.0780860518044868,22.33,1.0480519480519481,2.23,16.82,-0.15350985955540902,36.46,3103.31,14.55,11.85,44.15,0
513,035250,2017/12,-0.036425098288975714,-0.021482724411184734,-0.0041642681298761745,1.0519477255591858,19.55,0.9423103400798568,2.02,17.01,-0.09890407405891392,34.3,3335.69,12.96,10.72,45.86,2
514,035250,2018/12,-0.026066604094143925,-0.02380924093193456,-0.033337689648207776,1.0108703442673865,17.97,0.9417007597895968,1.81,23.03,-0.10977066613537899,29.95,3415.78,8.39,7.06,61.37,1
516,035420,2016/12,0.1429275321898387,0.06318040254729698,0.045014642309301356,1.4525182972707995,54.27,1.0589235930633654,6.21,34.09,-0.3754982784586976,27.4,30503.53,26.2,14.11,4.35,1
517,035420,2017/12,0.0911611616481004,0.010729747948213677,0.001528850096248063,1.2587982293661508,51.16,1.211111111111111,5.37,37.1,-0.145332987424614,25.2,36789.46,18.5,10.7,5.5,0
518,035420,2018/12,0.10149437166559594,-0.026446188653948214,-0.015887824362447976,1.2321773720898332,66.09,1.4487307026270217,3.4,30.99,-0.45705247689865763,16.87,41077.9,12.97,7.02,7.07,2
520,035720,2016/12,0.12268523856744229,0.006341812143993727,-0.0030671309641860573,1.7199623647483142,48.1,2.9538971807628522,1.52,88.15,-0.5855912743386833,7.93,10068.46,1.93,1.51,17.35,2
521,035720,2017/12,0.0858748468331432,0.008332277010182956,0.010073097562006169,1.157783410222279,42.27,1.0591174489108466,2.31,85.5,0.41853718967551723,8.38,11781.26,2.91,2.11,9.25,1
522,035720,2018/12,0.0621571189958697,-0.012929016206696531,-0.015263227781310932,1.2535830157180206,41.45,1.2363636363636363,1.59,168.01,-0.373513508301562,3.02,12219.62,1.04,0.22,20.99,2
526,036460,2018/12,0.10446041929425179,0.0062918867981012405,0.04473305036763414,1.0686683145123508,367.05,1.0756129521707645,0.52,8.74,0.08004270767353656,4.88,1628.52,6.36,1.37,23.4,0
528,036570,2016/12,0.06344978165938865,0.03986899563318777,0.04585152838427948,1.0638067772170152,24.55,1.0813386009760633,2.79,19.93,0.05905774964360115,33.43,18017.34,14.9,11.85,29.8,2
529,036570,2017/12,0.2633080816659306,0.08703332540680096,0.05863369229201345,1.493815655709929,29.21,1.713518160326671,3.49,22.26,0.22386014038106164,33.26,21318.41,19.14,15.09,35.08,2
530,036570,2018/12,-0.013481964779913109,0.009245659333013807,-0.006957435952936811,0.8340327794476267,23.64,0.7052552364229274,4.06,24.47,0.15128123739930538,35.85,23669.54,16.43,13.03,29.79,2
533,042660,2017/12,-0.12955838199127928,0.17077807450323632,0.2591544833205088,0.7598375019913972,282.75,0.5870049633820416,0.44,1.87,-1.8718021769015913,6.6,51.53,28.12,4.87,0.0,2
534,042660,2018/12,-0.12474909374157404,0.024977209794010777,-0.02787894869742738,1.0412080232029912,210.36,0.9553221934461513,0.95,10.61,0.7696872576822797,10.63,122.94,9.53,2.74,0.0,0
536,042670,2016/12,-0.021980382998598787,0.04328818309201308,0.09112564222326015,0.8808419425117717,190.77,0.7944735634404966,0.89,28.96,0.6174353588242489,8.57,79.8,3.1,1.08,0.0,1
537,042670,2017/12,0.08257933595693226,0.01674637613345877,0.017790561939427373,1.0248633661786413,223.84,1.0797306335887147,1.13,12.14,0.23875144898020054,10.06,95.79,8.13,2.92,0.0,0
538,042670,2018/12,0.1090996137111423,0.017582479476937665,0.009162039492520641,1.07328655813003,188.66,1.0148530881752524,0.82,6.41,-0.3206685714480874,10.97,121.27,14.04,3.7,0.0,0
541,047040,2017/12,0.0705091617101859,0.09561251433600938,0.10805216973835116,0.8802531544001123,285.25,0.8225383846183056,1.08,9.5,0.0474022388945839,3.65,22.01,12.12,2.75,0.0,1
542,047040,2018/12,-0.1326434457827197,0.022809692691646535,0.004500259850029412,0.9951574125770541,276.83,0.9873505378329717,0.97,7.5,-0.107420248620837,5.93,25.78,13.2,3.4,0.0,0
544,047050,2016/12,-0.12671977271753174,-0.00620863208038158,0.0016654318795500886,1.0305222980617408,231.07,1.0289927251382935,1.22,27.64,0.4732877044469254,1.93,326.32,4.49,1.5,51.18,1
545,047050,2017/12,0.696451073384196,0.009531010149609366,0.00510917130616079,1.1063121320335876,221.47,1.0920295241223141,0.8,12.57,-0.4219944100593748,1.78,356.28,6.6,1.91,35.07,1
546,047050,2018/12,0.27318251010445643,0.007485171382079681,-0.0053645477927667835,1.077535441657579,241.96,1.1066877720617332,0.78,14.47,-0.025317807984289897,1.88,370.62,5.45,1.21,47.7,1
548,047810,2016/12,-0.03226809466229055,0.011884608740715149,0.0019347037484885128,1.0614628587707429,106.2,0.9633557131204116,4.52,24.66,-0.3272643608006896,10.86,195.25,19.91,9.15,25.03,0
550,047810,2018/12,0.2054307628106428,0.10225490337156261,0.08366310275855122,1.1761445481305193,256.71,1.3166098392596202,3.08,54.37,-0.2762533766281581,5.25,111.68,5.32,1.6,34.09,1
552,049770,2016/12,0.30454411620374916,-0.0037295122190597703,-0.006281283737363824,1.139647207055859,96.66,1.2401208740120875,1.38,15.18,-0.746069582014288,3.27,2837.34,9.38,4.95,19.17,1
553,049770,2017/12,0.25365654919535546,-0.0007333469138317377,0.0008148299042574863,1.2613782937166023,130.79,1.4543580131208997,1.52,17.58,0.0966268356890717,2.84,3052.59,8.97,4.19,18.78,2
554,049770,2018/12,0.18025751072961374,0.010675514841129585,0.003822988422836946,1.0251990358629757,121.92,0.9938136357778065,1.75,19.56,0.14090545307723773,3.11,3298.77,9.26,4.09,20.41,1
556,051600,2016/12,0.04082592540332063,-0.06528385306429613,-0.07676026527444617,1.056985294117647,38.33,1.2240194096239385,3.09,27.63,-0.49910673965277724,8.65,8675.73,11.2,8.3,34.66,0
557,051600,2017/12,0.011952017448200654,0.05086150490730643,0.04161395856052345,1.0983981693363845,32.59,0.9742319127849356,2.02,13.44,-0.4250735794965407,13.26,9963.98,16.04,11.86,48.65,0
558,051600,2018/12,0.004595106614535048,0.02208875811197549,0.02039582409609416,1.0674166666666667,30.16,1.0064428619871142,1.52,9.26,-0.28438717655492834,15.42,10846.87,17.08,13.01,49.93,2
560,051900,2016/12,0.17566079295154186,0.04515418502202643,0.024963289280469897,1.0682389787880227,71.78,0.8961558614776354,5.67,26.72,-0.42121346507630353,14.46,2976.43,24.87,13.29,22.13,2
561,051900,2017/12,0.0023705108450871163,0.01058109840852522,0.008426088549355113,1.0613699968904091,55.06,0.9018763620900441,6.65,34.74,0.15942773692810217,15.23,3546.1,21.94,13.33,24.89,2
562,051900,2018/12,0.1277848504137492,0.021721833227243793,0.014719923615531509,1.104091242021555,46.8,0.9912771851240644,5.25,28.57,-0.2363887780642304,15.4,4132.2,20.98,13.77,22.72,2
564,051910,2016/12,0.023176282067690922,0.008616232100712131,0.006783426936092439,1.102719781254878,45.8,1.175500438340152,1.35,15.06,-0.32047189527477177,9.64,3686.21,9.52,6.56,28.73,2
565,051910,2017/12,0.22134364779708446,0.041143640329201835,0.03255118245135443,1.22229110025333,53.26,1.3521542549059213,1.92,16.3,0.352220593589352,11.4,4167.96,12.92,8.88,23.65,1
566,051910,2018/12,0.09206209838604212,-0.02528095611212682,-0.018623588273103973,1.155859144130473,67.09,1.3354629650908925,1.56,18.45,-0.20763936477824438,7.97,4412.01,8.86,5.63,31.24,2
568,052690,2016/12,-0.18467535631623827,-0.035083444999390916,-0.016079912291387503,0.9197848456501403,86.43,0.8318886861313869,2.13,50.79,-0.3944500478774871,1.18,5552.2,4.24,2.17,23.52,1
569,052690,2017/12,-0.020402892561983473,0.015754132231404958,0.004390495867768595,0.968980422069667,66.76,0.836578009322731,1.98,42.86,-0.0730251350148899,3.68,6011.37,4.83,2.74,39.44,0
570,052690,2018/12,-0.07367803351372498,0.004433722370737432,-0.010823498728564909,1.0122015219102598,67.21,1.0163880694854146,1.72,61.75,-0.14077255388108215,4.96,6075.58,2.82,1.69,41.17,1
572,055550,2016/12,-0.0020829301136488956,0.00035368048922233754,0.000989000275766374,1.0678246812828567,1146.43,1.0743956409569844,0.69,7.79,0.10697211955216773,13.95,1100.16,8.96,0.74,24.78,1
573,055550,2017/12,0.004139236701102316,0.0017552582625060022,0.0003024377627245579,1.077402640465042,1164.87,1.0787725180821977,0.71,8.03,0.028573372444056163,15.97,1174.21,9.13,0.72,23.56,1
574,055550,2018/12,-0.00040026752228646895,0.0015112187220449088,0.0005623611945942438,1.0780974743553355,1153.98,1.0772935231839562,0.52,5.95,-0.31143615845988804,18.9,1291.55,9.21,0.72,23.86,1
576,057050,2016/12,0.041127360340673505,0.0037541323471731946,0.010309855998206982,1.1419827172347576,30.76,1.4465266558966074,0.9,10.34,-0.11531084651099437,11.48,2360.69,9.21,7.25,13.67,0
577,057050,2017/12,0.03901122168113487,0.007410544145670125,-0.0037052720728350625,0.985496584340515,21.43,0.7393343756980121,0.91,11.81,0.011049836186584935,12.02,2535.32,8.16,6.48,16.22,1
578,057050,2018/12,-0.011458215856546746,-0.005864441186421563,0.01989398894778392,1.3640290071451424,51.86,2.639274924471299,0.69,7.13,-0.2767530019195907,11.04,2771.35,10.32,7.51,13.33,0
